1/a,f(a),a,E = -1/3a^3,T=(6a^5)^1/2f(a),T1np/T2,T2np/T2,T3np/T2,T4np/T2,T5np/T2,T6np/T2,T7np/T2,T9np/T2,T11np/T2,T13np/T2,T15np/T2,T19np/T2,T27np/T2,T31np/T2,T39np/T2,T47np/T2,T55np/T2,T63np/T2,T79np/T2,T111np/T2,T157np/T2,T997np/T2,T2 = ,3.091140557
0.99921,0.03245,1.00079,-0.3325439570,0.0796,0.0258,0.0515,0.0773,0.1030,0.1288,0.1546,0.1803,0.2319,0.2834,0.3349,0.3864,0.4895,0.6956,0.7986,1.0047,1.2108,1.4169,1.6230,2.0352,2.8596,4.0447,25.6849,,
0.99922,0.03224,1.00078,-0.3325539420,0.0791,0.0256,0.0512,0.0768,0.1024,0.1280,0.1536,0.1792,0.2304,0.2816,0.3328,0.3840,0.4864,0.6911,0.7935,0.9983,1.2031,1.4079,1.6127,2.0223,2.8414,4.0189,25.5213,,
0.99923,0.03203,1.00077,-0.3325639260,0.0786,0.0254,0.0509,0.0763,0.1017,0.1272,0.1526,0.1780,0.2289,0.2798,0.3306,0.3815,0.4832,0.6867,0.7884,0.9919,1.1953,1.3988,1.6023,2.0092,2.8231,3.9930,25.3566,,
0.99924,0.03182,1.00076,-0.3325739110,0.0781,0.0253,0.0505,0.0758,0.1011,0.1263,0.1516,0.1769,0.2274,0.2779,0.3285,0.3790,0.4801,0.6822,0.7833,0.9854,1.1875,1.3897,1.5918,1.9961,2.8046,3.9669,25.1909,,
0.99925,0.03161,1.00075,-0.3325838960,0.0776,0.0251,0.0502,0.0753,0.1004,0.1255,0.1506,0.1757,0.2259,0.2761,0.3263,0.3765,0.4769,0.6777,0.7781,0.9789,1.1797,1.3805,1.5813,1.9829,2.7860,3.9406,25.0241,,
0.99926,0.03140,1.00074,-0.3325938810,0.0771,0.0249,0.0499,0.0748,0.0997,0.1247,0.1496,0.1745,0.2244,0.2742,0.3241,0.3740,0.4737,0.6731,0.7729,0.9723,1.1718,1.3712,1.5706,1.9695,2.7673,3.9142,24.8561,,
0.99927,0.03119,1.00073,-0.3326038660,0.0765,0.0248,0.0495,0.0743,0.0990,0.1238,0.1486,0.1733,0.2229,0.2724,0.3219,0.3714,0.4705,0.6686,0.7676,0.9657,1.1638,1.3619,1.5600,1.9561,2.7485,3.8875,24.6871,,
0.99928,0.03098,1.00072,-0.3326138520,0.0760,0.0246,0.0492,0.0738,0.0984,0.1230,0.1475,0.1721,0.2213,0.2705,0.3197,0.3689,0.4672,0.6639,0.7623,0.9590,1.1558,1.3525,1.5492,1.9427,2.7296,3.8607,24.5169,,
0.99929,0.03076,1.00071,-0.3326238370,0.0755,0.0244,0.0488,0.0733,0.0977,0.1221,0.1465,0.1709,0.2198,0.2686,0.3174,0.3663,0.4640,0.6593,0.7570,0.9523,1.1477,1.3430,1.5384,1.9291,2.7105,3.8337,24.3455,,
0.99930,0.03054,1.00070,-0.3326338230,0.0749,0.0242,0.0485,0.0727,0.0970,0.1212,0.1455,0.1697,0.2182,0.2667,0.3152,0.3637,0.4607,0.6546,0.7516,0.9456,1.1395,1.3335,1.5275,1.9154,2.6913,3.8066,24.1729,,
0.99931,0.03032,1.00069,-0.3326438090,0.0744,0.0241,0.0481,0.0722,0.0963,0.1204,0.1444,0.1685,0.2166,0.2648,0.3129,0.3611,0.4574,0.6499,0.7462,0.9388,1.1314,1.3239,1.5165,1.9016,2.6719,3.7792,23.9991,,
0.99932,0.03010,1.00068,-0.3326537960,0.0739,0.0239,0.0478,0.0717,0.0956,0.1195,0.1434,0.1673,0.2151,0.2629,0.3106,0.3584,0.4540,0.6452,0.7408,0.9319,1.1231,1.3143,1.5054,1.8878,2.6524,3.7516,23.8241,,
0.99933,0.02988,1.00067,-0.3326637820,0.0733,0.0237,0.0474,0.0712,0.0949,0.1186,0.1423,0.1660,0.2135,0.2609,0.3083,0.3558,0.4507,0.6404,0.7353,0.9250,1.1148,1.3045,1.4943,1.8738,2.6328,3.7239,23.6477,,
0.99934,0.02966,1.00066,-0.3326737690,0.0728,0.0235,0.0471,0.0706,0.0942,0.1177,0.1412,0.1648,0.2119,0.2589,0.3060,0.3531,0.4473,0.6356,0.7298,0.9181,1.1064,1.2947,1.4831,1.8597,2.6130,3.6959,23.4701,,
0.99935,0.02943,1.00065,-0.3326837560,0.0722,0.0234,0.0467,0.0701,0.0934,0.1168,0.1402,0.1635,0.2103,0.2570,0.3037,0.3504,0.4439,0.6308,0.7242,0.9111,1.0980,1.2849,1.4718,1.8455,2.5931,3.6677,23.2911,,
0.99936,0.02921,1.00064,-0.3326937430,0.0717,0.0232,0.0464,0.0695,0.0927,0.1159,0.1391,0.1623,0.2086,0.2550,0.3013,0.3477,0.4404,0.6259,0.7186,0.9040,1.0895,1.2749,1.4604,1.8312,2.5730,3.6393,23.1107,,
0.99937,0.02898,1.00063,-0.3327037300,0.0711,0.0230,0.0460,0.0690,0.0920,0.1150,0.1380,0.1610,0.2070,0.2530,0.2990,0.3450,0.4370,0.6209,0.7129,0.8969,1.0809,1.2649,1.4489,1.8168,2.5528,3.6107,22.9290,,
0.99938,0.02875,1.00062,-0.3327137180,0.0705,0.0228,0.0456,0.0684,0.0913,0.1141,0.1369,0.1597,0.2053,0.2510,0.2966,0.3422,0.4335,0.6160,0.7072,0.8898,1.0723,1.2548,1.4373,1.8023,2.5324,3.5818,22.7458,,
0.99939,0.02851,1.00061,-0.3327237050,0.0699,0.0226,0.0453,0.0679,0.0905,0.1131,0.1358,0.1584,0.2037,0.2489,0.2942,0.3394,0.4300,0.6110,0.7015,0.8825,1.0636,1.2446,1.4256,1.7877,2.5118,3.5528,22.5611,,
0.99940,0.02828,1.00060,-0.3327336930,0.0694,0.0224,0.0449,0.0673,0.0898,0.1122,0.1347,0.1571,0.2020,0.2469,0.2917,0.3366,0.4264,0.6059,0.6957,0.8752,1.0548,1.2343,1.4139,1.7729,2.4911,3.5234,22.3749,,
0.99941,0.02804,1.00059,-0.3327436810,0.0688,0.0223,0.0445,0.0668,0.0890,0.1113,0.1335,0.1558,0.2003,0.2448,0.2893,0.3338,0.4228,0.6009,0.6899,0.8679,1.0459,1.2240,1.4020,1.7581,2.4702,3.4939,22.1872,,
0.99942,0.02780,1.00058,-0.3327536700,0.0682,0.0221,0.0441,0.0662,0.0883,0.1103,0.1324,0.1544,0.1986,0.2427,0.2868,0.3310,0.4192,0.5957,0.6840,0.8605,1.0370,1.2135,1.3900,1.7431,2.4491,3.4641,21.9979,,
0.99943,0.02756,1.00057,-0.3327636580,0.0676,0.0219,0.0437,0.0656,0.0875,0.1094,0.1312,0.1531,0.1969,0.2406,0.2843,0.3281,0.4156,0.5906,0.6781,0.8530,1.0280,1.2030,1.3780,1.7279,2.4279,3.4340,21.8070,,
0.99944,0.02732,1.00056,-0.3327736470,0.0670,0.0217,0.0434,0.0650,0.0867,0.1084,0.1301,0.1518,0.1951,0.2385,0.2818,0.3252,0.4119,0.5853,0.6721,0.8455,1.0189,1.1924,1.3658,1.7127,2.4064,3.4037,21.6144,,
0.99945,0.02708,1.00055,-0.3327836360,0.0664,0.0215,0.0430,0.0645,0.0859,0.1074,0.1289,0.1504,0.1934,0.2363,0.2793,0.3223,0.4082,0.5801,0.6660,0.8379,1.0098,1.1816,1.3535,1.6973,2.3848,3.3731,21.4200,,
0.99946,0.02683,1.00054,-0.3327936250,0.0658,0.0213,0.0426,0.0639,0.0852,0.1064,0.1277,0.1490,0.1916,0.2342,0.2767,0.3193,0.4045,0.5748,0.6599,0.8302,1.0005,1.1708,1.3411,1.6817,2.3629,3.3422,21.2240,,
0.99947,0.02658,1.00053,-0.3328036140,0.0652,0.0211,0.0422,0.0633,0.0844,0.1054,0.1265,0.1476,0.1898,0.2320,0.2742,0.3163,0.4007,0.5694,0.6538,0.8225,0.9912,1.1599,1.3286,1.6661,2.3409,3.3110,21.0261,,
0.99948,0.02633,1.00052,-0.3328136040,0.0646,0.0209,0.0418,0.0627,0.0836,0.1044,0.1253,0.1462,0.1880,0.2298,0.2716,0.3133,0.3969,0.5640,0.6476,0.8147,0.9818,1.1489,1.3160,1.6502,2.3187,3.2796,20.8263,,
0.99949,0.02607,1.00051,-0.3328235930,0.0639,0.0207,0.0414,0.0621,0.0827,0.1034,0.1241,0.1448,0.1862,0.2276,0.2689,0.3103,0.3930,0.5585,0.6413,0.8068,0.9723,1.1378,1.3033,1.6342,2.2962,3.2478,20.6246,,
0.99950,0.02582,1.00050,-0.3328335830,0.0633,0.0205,0.0410,0.0614,0.0819,0.1024,0.1229,0.1434,0.1843,0.2253,0.2663,0.3072,0.3892,0.5530,0.6350,0.7988,0.9627,1.1265,1.2904,1.6181,2.2736,3.2157,20.4210,,
0.99951,0.02556,1.00049,-0.3328435730,0.0627,0.0203,0.0406,0.0608,0.0811,0.1014,0.1217,0.1419,0.1825,0.2230,0.2636,0.3041,0.3852,0.5475,0.6286,0.7908,0.9530,1.1152,1.2774,1.6018,2.2507,3.1834,20.2153,,
0.99952,0.02529,1.00048,-0.3328535640,0.0620,0.0201,0.0401,0.0602,0.0803,0.1003,0.1204,0.1405,0.1806,0.2207,0.2609,0.3010,0.3813,0.5418,0.6221,0.7826,0.9432,1.1037,1.2643,1.5854,2.2275,3.1506,20.0075,,
0.99953,0.02503,1.00047,-0.3328635540,0.0614,0.0199,0.0397,0.0596,0.0794,0.0993,0.1191,0.1390,0.1787,0.2184,0.2581,0.2979,0.3773,0.5361,0.6156,0.7744,0.9333,1.0921,1.2510,1.5687,2.2041,3.1176,19.7976,,
0.99954,0.02476,1.00046,-0.3328735450,0.0607,0.0196,0.0393,0.0589,0.0786,0.0982,0.1179,0.1375,0.1768,0.2161,0.2554,0.2947,0.3732,0.5304,0.6090,0.7661,0.9233,1.0804,1.2376,1.5519,2.1805,3.0842,19.5854,,
0.99955,0.02449,1.00045,-0.3328835360,0.0601,0.0194,0.0389,0.0583,0.0777,0.0971,0.1166,0.1360,0.1749,0.2137,0.2526,0.2914,0.3692,0.5246,0.6023,0.7577,0.9132,1.0686,1.2240,1.5349,2.1566,3.0504,19.3710,,
0.99956,0.02422,1.00044,-0.3328935270,0.0594,0.0192,0.0384,0.0576,0.0768,0.0961,0.1153,0.1345,0.1729,0.2113,0.2498,0.2882,0.3650,0.5187,0.5956,0.7493,0.9030,1.0566,1.2103,1.5177,2.1325,3.0162,19.1541,,
0.99957,0.02394,1.00043,-0.3329035180,0.0587,0.0190,0.0380,0.0570,0.0760,0.0950,0.1140,0.1329,0.1709,0.2089,0.2469,0.2849,0.3608,0.5128,0.5887,0.7407,0.8926,1.0445,1.1965,1.5003,2.1081,2.9817,18.9348,,
0.99958,0.02366,1.00042,-0.3329135100,0.0580,0.0188,0.0375,0.0563,0.0751,0.0938,0.1126,0.1314,0.1689,0.2065,0.2440,0.2815,0.3566,0.5068,0.5818,0.7320,0.8822,1.0323,1.1825,1.4828,2.0834,2.9468,18.7129,,
0.99959,0.02338,1.00041,-0.3329235010,0.0573,0.0185,0.0371,0.0556,0.0742,0.0927,0.1113,0.1298,0.1669,0.2040,0.2411,0.2782,0.3523,0.5007,0.5749,0.7232,0.8716,1.0199,1.1683,1.4650,2.0584,2.9114,18.4884,,
0.99960,0.02309,1.00040,-0.3329334930,0.0566,0.0183,0.0366,0.0549,0.0733,0.0916,0.1099,0.1282,0.1648,0.2015,0.2381,0.2747,0.3480,0.4945,0.5678,0.7143,0.8609,1.0074,1.1539,1.4470,2.0331,2.8756,18.2611,,
0.99961,0.02280,1.00039,-0.3329434850,0.0559,0.0181,0.0362,0.0543,0.0723,0.0904,0.1085,0.1266,0.1628,0.1989,0.2351,0.2713,0.3436,0.4883,0.5606,0.7053,0.8500,0.9947,1.1394,1.4287,2.0075,2.8394,18.0310,,
0.99962,0.02251,1.00038,-0.3329534780,0.0552,0.0179,0.0357,0.0536,0.0714,0.0893,0.1071,0.1250,0.1607,0.1964,0.2321,0.2678,0.3392,0.4820,0.5534,0.6962,0.8390,0.9818,1.1246,1.4103,1.9815,2.8027,17.7980,,
0.99963,0.02221,1.00037,-0.3329634700,0.0544,0.0176,0.0352,0.0528,0.0705,0.0881,0.1057,0.1233,0.1585,0.1938,0.2290,0.2642,0.3347,0.4756,0.5461,0.6870,0.8279,0.9688,1.1097,1.3916,1.9552,2.7655,17.5619,,
0.99964,0.02191,1.00036,-0.3329734630,0.0537,0.0174,0.0347,0.0521,0.0695,0.0869,0.1042,0.1216,0.1564,0.1911,0.2259,0.2606,0.3301,0.4691,0.5386,0.6776,0.8166,0.9556,1.0946,1.3726,1.9286,2.7278,17.3225,,
0.99965,0.02160,1.00035,-0.3329834560,0.0530,0.0171,0.0343,0.0514,0.0685,0.0857,0.1028,0.1199,0.1542,0.1884,0.2227,0.2570,0.3255,0.4625,0.5311,0.6681,0.8052,0.9422,1.0793,1.3534,1.9016,2.6896,17.0799,,
0.99966,0.02129,1.00034,-0.3329934490,0.0522,0.0169,0.0338,0.0507,0.0675,0.0844,0.1013,0.1182,0.1520,0.1857,0.2195,0.2533,0.3208,0.4559,0.5234,0.6585,0.7936,0.9286,1.0637,1.3339,1.8742,2.6509,16.8337,,
0.99967,0.02097,1.00033,-0.3330034420,0.0514,0.0166,0.0333,0.0499,0.0665,0.0832,0.0998,0.1164,0.1497,0.1830,0.2162,0.2495,0.3160,0.4491,0.5157,0.6487,0.7818,0.9149,1.0479,1.3141,1.8464,2.6115,16.5840,,
0.99968,0.02065,1.00032,-0.3330134360,0.0506,0.0164,0.0328,0.0491,0.0655,0.0819,0.0983,0.1147,0.1474,0.1802,0.2129,0.2457,0.3112,0.4422,0.5078,0.6388,0.7698,0.9009,1.0319,1.2940,1.8181,2.5716,16.3304,,
0.99969,0.02033,1.00031,-0.3330234290,0.0498,0.0161,0.0322,0.0484,0.0645,0.0806,0.0967,0.1128,0.1451,0.1773,0.2096,0.2418,0.3063,0.4353,0.4998,0.6287,0.7577,0.8867,1.0156,1.2736,1.7895,2.5310,16.0729,,
0.99970,0.02000,1.00030,-0.3330334230,0.0490,0.0159,0.0317,0.0476,0.0634,0.0793,0.0952,0.1110,0.1427,0.1744,0.2062,0.2379,0.3013,0.4282,0.4916,0.6185,0.7454,0.8722,0.9991,1.2528,1.7603,2.4898,15.8112,,
0.99971,0.01966,1.00029,-0.3330434170,0.0482,0.0156,0.0312,0.0468,0.0624,0.0780,0.0936,0.1091,0.1403,0.1715,0.2027,0.2339,0.2962,0.4210,0.4833,0.6081,0.7328,0.8576,0.9823,1.2318,1.7307,2.4479,15.5451,,
0.99972,0.01932,1.00028,-0.3330534120,0.0474,0.0153,0.0306,0.0460,0.0613,0.0766,0.0919,0.1072,0.1379,0.1685,0.1992,0.2298,0.2911,0.4136,0.4749,0.5975,0.7201,0.8426,0.9652,1.2103,1.7006,2.4053,15.2744,,
0.99973,0.01897,1.00027,-0.3330634060,0.0465,0.0150,0.0301,0.0451,0.0602,0.0752,0.0903,0.1053,0.1354,0.1655,0.1956,0.2257,0.2858,0.4062,0.4664,0.5867,0.7071,0.8274,0.9478,1.1885,1.6699,2.3619,14.9988,,
0.99974,0.01862,1.00026,-0.3330734010,0.0456,0.0148,0.0295,0.0443,0.0590,0.0738,0.0886,0.1033,0.1329,0.1624,0.1919,0.2214,0.2805,0.3986,0.4576,0.5757,0.6938,0.8119,0.9300,1.1662,1.6386,2.3177,14.7181,,
0.99975,0.01826,1.00025,-0.3330833960,0.0447,0.0145,0.0290,0.0434,0.0579,0.0724,0.0869,0.1013,0.1303,0.1592,0.1882,0.2171,0.2750,0.3908,0.4487,0.5645,0.6803,0.7961,0.9120,1.1436,1.6068,2.2726,14.4320,,
0.99976,0.01789,1.00024,-0.3330933910,0.0438,0.0142,0.0284,0.0425,0.0567,0.0709,0.0851,0.0993,0.1276,0.1560,0.1844,0.2127,0.2695,0.3829,0.4397,0.5531,0.6666,0.7800,0.8935,1.1204,1.5743,2.2267,14.1401,,
0.99977,0.01751,1.00023,-0.3331033860,0.0429,0.0139,0.0278,0.0417,0.0555,0.0694,0.0833,0.0972,0.1250,0.1527,0.1805,0.2083,0.2638,0.3749,0.4304,0.5415,0.6525,0.7636,0.8747,1.0968,1.5411,2.1797,13.8421,,
0.99978,0.01713,1.00022,-0.3331133820,0.0420,0.0136,0.0272,0.0407,0.0543,0.0679,0.0815,0.0950,0.1222,0.1494,0.1765,0.2037,0.2580,0.3666,0.4209,0.5296,0.6382,0.7468,0.8554,1.0727,1.5072,2.1318,13.5375,,
0.99979,0.01673,1.00021,-0.3331233770,0.0410,0.0133,0.0265,0.0398,0.0531,0.0663,0.0796,0.0929,0.1194,0.1459,0.1725,0.1990,0.2521,0.3582,0.4112,0.5174,0.6235,0.7296,0.8357,1.0480,1.4725,2.0827,13.2260,,
0.99980,0.01633,1.00020,-0.3331333730,0.0400,0.0129,0.0259,0.0388,0.0518,0.0647,0.0777,0.0906,0.1165,0.1424,0.1683,0.1942,0.2460,0.3495,0.4013,0.5049,0.6085,0.7120,0.8156,1.0227,1.4370,2.0325,12.9070,,
0.99981,0.01592,1.00019,-0.3331433690,0.0390,0.0126,0.0252,0.0379,0.0505,0.0631,0.0757,0.0883,0.1136,0.1388,0.1640,0.1893,0.2397,0.3407,0.3912,0.4921,0.5930,0.6940,0.7949,0.9968,1.4006,1.9810,12.5799,,
0.99982,0.01549,1.00018,-0.3331533660,0.0380,0.0123,0.0246,0.0368,0.0491,0.0614,0.0737,0.0860,0.1105,0.1351,0.1597,0.1842,0.2333,0.3316,0.3807,0.4790,0.5772,0.6755,0.7737,0.9702,1.3632,1.9281,12.2441,,
0.99983,0.01505,1.00017,-0.3331633620,0.0369,0.0119,0.0239,0.0358,0.0477,0.0597,0.0716,0.0835,0.1074,0.1313,0.1552,0.1790,0.2268,0.3222,0.3700,0.4655,0.5609,0.6564,0.7519,0.9428,1.3247,1.8737,11.8989,,
0.99984,0.01461,1.00016,-0.3331733590,0.0358,0.0116,0.0232,0.0347,0.0463,0.0579,0.0695,0.0810,0.1042,0.1274,0.1505,0.1737,0.2200,0.3126,0.3589,0.4515,0.5442,0.6368,0.7294,0.9147,1.2852,1.8178,11.5434,,
0.99985,0.01414,1.00015,-0.3331833560,0.0347,0.0112,0.0224,0.0336,0.0448,0.0561,0.0673,0.0785,0.1009,0.1233,0.1457,0.1682,0.2130,0.3027,0.3475,0.4372,0.5269,0.6166,0.7062,0.8856,1.2443,1.7600,11.1766,,
0.99986,0.01366,1.00014,-0.3331933530,0.0335,0.0108,0.0217,0.0325,0.0433,0.0541,0.0650,0.0758,0.0975,0.1191,0.1408,0.1624,0.2058,0.2924,0.3357,0.4224,0.5090,0.5956,0.6823,0.8556,1.2021,1.7003,10.7973,,
0.99987,0.01317,1.00013,-0.3332033500,0.0323,0.0104,0.0209,0.0313,0.0417,0.0522,0.0626,0.0730,0.0939,0.1148,0.1357,0.1565,0.1983,0.2818,0.3235,0.4070,0.4905,0.5740,0.6574,0.8244,1.1584,1.6384,10.4044,,
0.99988,0.01265,1.00012,-0.3332133480,0.0310,0.0100,0.0201,0.0301,0.0401,0.0501,0.0602,0.0702,0.0902,0.1103,0.1303,0.1504,0.1905,0.2707,0.3108,0.3910,0.4712,0.5514,0.6316,0.7921,1.1129,1.5741,9.9960,,
0.99989,0.01211,1.00011,-0.3332233450,0.0297,0.0096,0.0192,0.0288,0.0384,0.0480,0.0576,0.0672,0.0864,0.1056,0.1248,0.1440,0.1824,0.2592,0.2976,0.3744,0.4512,0.5279,0.6047,0.7583,1.0655,1.5070,9.5702,,
0.99990,0.01155,1.00010,-0.3332333430,0.0283,0.0092,0.0183,0.0275,0.0366,0.0458,0.0549,0.0641,0.0824,0.1007,0.1190,0.1373,0.1739,0.2471,0.2837,0.3569,0.4301,0.5034,0.5766,0.7230,1.0159,1.4369,9.1246,,
0.99991,0.01095,1.00009,-0.3332433410,0.0268,0.0087,0.0174,0.0260,0.0347,0.0434,0.0521,0.0608,0.0781,0.0955,0.1129,0.1302,0.1650,0.2344,0.2691,0.3386,0.4081,0.4775,0.5470,0.6859,0.9637,1.3631,8.6562,,
0.99992,0.01033,1.00008,-0.3332533400,0.0253,0.0082,0.0164,0.0246,0.0327,0.0409,0.0491,0.0573,0.0737,0.0900,0.1064,0.1228,0.1555,0.2210,0.2538,0.3192,0.3847,0.4502,0.5157,0.6467,0.9086,1.2851,8.1610,,
0.99993,0.00966,1.00007,-0.3332633380,0.0237,0.0077,0.0153,0.0230,0.0306,0.0383,0.0459,0.0536,0.0689,0.0842,0.0995,0.1149,0.1455,0.2067,0.2374,0.2986,0.3599,0.4211,0.4824,0.6049,0.8499,1.2021,7.6337,,
0.99994,0.00894,1.00006,-0.3332733370,0.0219,0.0071,0.0142,0.0213,0.0284,0.0354,0.0425,0.0496,0.0638,0.0780,0.0922,0.1063,0.1347,0.1914,0.2197,0.2765,0.3332,0.3899,0.4466,0.5600,0.7868,1.1129,7.0673,,
0.99995,0.00816,1.00005,-0.3332833360,0.0200,0.0065,0.0129,0.0194,0.0259,0.0324,0.0388,0.0453,0.0582,0.0712,0.0841,0.0971,0.1229,0.1747,0.2006,0.2524,0.3041,0.3559,0.4077,0.5112,0.7183,1.0159,6.4514,,
0.99996,0.00730,1.00004,-0.3332933350,0.0179,0.0058,0.0116,0.0174,0.0232,0.0289,0.0347,0.0405,0.0521,0.0637,0.0752,0.0868,0.1100,0.1563,0.1794,0.2257,0.2720,0.3183,0.3646,0.4572,0.6424,0.9086,5.7702,,
0.99997,0.00632,1.00003,-0.3333033340,0.0155,0.0050,0.0100,0.0150,0.0200,0.0251,0.0301,0.0351,0.0451,0.0551,0.0652,0.0752,0.0952,0.1353,0.1554,0.1955,0.2356,0.2757,0.3158,0.3960,0.5563,0.7869,4.9970,,
0.99998,0.00516,1.00002,-0.3333133340,0.0126,0.0041,0.0082,0.0123,0.0164,0.0205,0.0246,0.0286,0.0368,0.0450,0.0532,0.0614,0.0778,0.1105,0.1269,0.1596,0.1923,0.2251,0.2578,0.3233,0.4542,0.6425,4.0800,,
0.99999,0.00365,1.00001,-0.3333233330,0.0089,0.0029,0.0058,0.0087,0.0116,0.0145,0.0174,0.0203,0.0260,0.0318,0.0376,0.0434,0.0550,0.0781,0.0897,0.1128,0.1360,0.1591,0.1823,0.2286,0.3212,0.4543,2.8849,,
